id;created_at;user_id;username;name;tweet;geo;label
1,40203E+18;2021-06-08 05:37:23 SE Asia Standard Time;1,40E+18;jzakeisha;Jovanka Zakeisha;Vaksin aman dan efektif mengendaliksn lonjakan covid-19  Percaya kinerja pemerintah  https://t.co/XnA9AlPKI7;-7.903639203098098,110.35930064704922;
1,37865E+18;2021-04-04 16:52:21 SE Asia Standard Time;1,22E+18;kominfobantul;DISKOMINFO BANTUL;Masyarakat yang sudah divaksin akan menerima sertifikat vaksin Covid-19, hal yang perlu diperhatikan adalah jangan membagikan sertifikat vaksin Covid-19 ke media sosial.   Selain mengandung kode QR, sertifikat vaksin juga memuat data penting ...  https://t.co/tC95bv3HUl;-7.903639203098098,110.35930064704922;
1,35685E+18;2021-02-03 13:13:00 SE Asia Standard Time;7,38E+17;kodimbantul;Kodim 0729 Bantul;Pada hari Rabu, 03-01-2021 09.00 wib sampai dengan selesai Danramil beserta Muspimka  Pandak menyambut Tim Monitoring dari Forkopimda kab Bantul  pada pelaksanaan vaksin covid 19  tahap pertama terhadap nakes Puskesmas pandak 1.  https://t.co/teTONVAfWe;-7.903639203098098,110.35930064704922;
1,35649E+18;2021-02-02 13:40:44 SE Asia Standard Time;7,38E+17;kodimbantul;Kodim 0729 Bantul;Babinsa Koramil 15/Sanden Dampingi Penyuntikan Vaksin Covid-19 kepada Nakes Puskesmas Sanden  https://t.co/XI7zMUQfMZ;-7.903639203098098,110.35930064704922;
1,34865E+18;2021-01-11 22:18:49 SE Asia Standard Time;27870032;haridiva;Cahya Legawa |ðŸ‘¨â€âš•ï¸;BPOM sudah menerbitkan EUA untuk vaksin COVID-19, mari kita dukung bersama dalam upaya menghentikan laju pandemi di negeri ini.  https://t.co/1hB6eXoVjI;-7.903639203098098,110.35930064704922;
1,41704E+18;2021-07-19 15:35:32 SE Asia Standard Time;366578674;doessense;Paku Kusuma;My Hero â¤ï¸ Indra Rudiansyah. Ketika prof Sarah Gilbert membentuk tim untuk menciptakan vaksin guna melawan Covid-19, pemuda Indonesia ini menjawab tantangan beliau dan bergabung dalam tim yang akhirnya muncullah vaksin AZ. Dengan segala hormat, terima kasih bung Indra Rudiansyah.  https://t.co/dQCT6VvlHZ;-7.802936468276408,110.37417322247387;
1,41666E+18;2021-07-18 14:43:28 SE Asia Standard Time;449697632;saputraberman;Bersa; https://t.co/91CZSGImo8  Ilmuwan Inggris di balik penggarapan vaksin COVID-19 AstraZeneca, Dame Sarah Gilbert mendapat standing ovation di Lapangan Tengah ajang Wimbledon 2021.;-7.802936468276408,110.37417322247387;
1,40332E+18;2021-06-11 18:53:55 SE Asia Standard Time;1,22E+18;polsek_jtjogja;POLSEK_JETISJOGJA;Beredar di aplikasi percakapan dan pesan berantai terkait vaksin covid-19 yang bermutasi menjadi ribuan virus baru di seluruh dunia.   Berita lengkap klik  :  https://t.co/f0eT6UZZpQ  Reposted from @divisihumaspolri #polresjogja #polsekjetisjogja  https://t.co/Ik2BcATImP;-7.802936468276408,110.37417322247387;
1,40302E+18;2021-06-10 23:02:28 SE Asia Standard Time;1,22E+18;polsek_jtjogja;POLSEK_JETISJOGJA;Dengan vaksin dan disiplin protokol kesehatan, kita dapat melindungi diri, keluarga, orang-orang terdekat kita, bahkan melindungi daerah dan negeri kita dari penyebaran Covid-19. . Reposted from @poldajogja #poldadiy #poldajogja #polresjogja #polsekjetisjogja  #vaksin;-7.802936468276408,110.37417322247387;
1,38752E+18;2021-04-29 04:22:40 SE Asia Standard Time;163777200;rekuhizaki;â„ð”¼ð•‚ð•Œ â„ð•€â„¤ð”¸ð•‚ð•€ | OdontologÃ­a;Vaksin covid-19 ada tracking device buatan Bill Gates;-7.802936468276408,110.37417322247387;
